"","MapCountry","AgeChild","AgeAdult","AgeOlderAdult"
"1702","Spain","No","Yes","Yes"
"1703","Turkey","No","Yes","Yes"
"1704","Belgium","No","Yes","Yes"
"1705","France","No","Yes","Yes"
"1706","United States","Yes","Yes","Yes"
"1708","Jersey","No","Yes","Yes"
"1709","Egypt","No","Yes","No"
"1710","Egypt","No","Yes","Yes"
"1711","Canada","Yes","Yes","Yes"
"1713","Denmark","No","Yes","Yes"
"1714","France","Yes","Yes","Yes"
"1715","Egypt","No","Yes","Yes"
"1716","Georgia","No","Yes","Yes"
"1717","United Kingdom","No","Yes","No"
"1718","France","No","Yes","Yes"
"1720","United States","No","Yes","Yes"
"1721","United States","No","Yes","Yes"
"1723","Egypt","No","Yes","Yes"
"1724","United States","No","Yes","Yes"
"1725","United Kingdom","No","Yes","Yes"
"1726","Pakistan","No","Yes","Yes"
"1727","Egypt","Yes","Yes","Yes"
"1728","United States","No","Yes","Yes"
"1729","United Kingdom","Yes","Yes","Yes"
"1730","Egypt","No","Yes","No"
"1731","Ukraine","No","Yes","Yes"
"1732","Canada","Yes","Yes","Yes"
"1734","Austria","Yes","Yes","Yes"
"1736","United States","No","Yes","Yes"
"1737","France","No","Yes","Yes"
"1739","Switzerland","No","Yes","Yes"
"1740","Peru","No","Yes","No"
"1741","Belgium","No","Yes","Yes"
"1742","United States","Yes","Yes","Yes"
"1743","Poland","No","Yes","Yes"
"1745","United States","No","Yes","Yes"
"1746","Hong Kong","No","Yes","Yes"
"1747","Denmark","No","Yes","Yes"
"1748","Germany","No","Yes","Yes"
"1749","France","No","Yes","Yes"
"1750","Switzerland","No","Yes","Yes"
"1751","France","No","Yes","Yes"
"1753","France","No","Yes","Yes"
"1754","Germany","No","Yes","Yes"
"1755","France","No","Yes","Yes"
"1756","France","No","Yes","Yes"
"1757","Belgium","No","Yes","Yes"
"1758","France","No","Yes","Yes"
"1759","Italy","No","Yes","Yes"
"1760","France","No","Yes","Yes"
"1761","France","No","Yes","Yes"
"1763","Germany","No","Yes","Yes"
"1764","Argentina","No","Yes","Yes"
"1765","Mexico","No","Yes","Yes"
"1766","United States","No","Yes","Yes"
"1767","Egypt","Yes","Yes","Yes"
"1768","France","No","Yes","Yes"
"1769","France","No","Yes","Yes"
"1770","France","No","Yes","Yes"
"1771","Spain","No","Yes","Yes"
"1772","United Kingdom","No","Yes","Yes"
"1774","United States","No","Yes","No"
"1775","Italy","No","Yes","No"
"1776","Italy","No","Yes","Yes"
"1777","France","No","Yes","Yes"
"1778","Spain","No","Yes","Yes"
"1779","Spain","No","Yes","Yes"
"1780","Egypt","No","Yes","Yes"
"1781","India","No","Yes","Yes"
"1782","France","No","Yes","Yes"
"1783","Brazil","No","Yes","Yes"
"1784","France","Yes","Yes","No"
"1785","United States","No","Yes","Yes"
"1786","United States","Yes","No","No"
"1787","Egypt","Yes","Yes","Yes"
"1788","United States","No","Yes","Yes"
"1789","France","No","Yes","Yes"
"1790","Australia","No","Yes","No"
"1791","France","No","Yes","Yes"
"1792","Saudi Arabia","No","Yes","Yes"
"1793","Egypt","Yes","Yes","Yes"
"1795","Egypt","Yes","Yes","Yes"
"1796","Denmark","No","Yes","Yes"
"1797","France","No","Yes","Yes"
"1798","United States","Yes","No","No"
"1799","France","Yes","Yes","Yes"
"1802","France","Yes","Yes","Yes"
"1803","United States","No","Yes","Yes"
"1804","Switzerland","No","Yes","No"
"1805","Turkey","No","Yes","Yes"
"1806","United States","No","Yes","Yes"
"1807","United Kingdom","No","Yes","Yes"
"1808","Canada","Yes","Yes","No"
"1809","China","Yes","Yes","Yes"
"1810","Spain","No","Yes","Yes"
"1812","France","No","Yes","Yes"
"1813","Egypt","No","Yes","Yes"
"1814","Australia","No","Yes","No"
"1815","Brazil","No","Yes","Yes"
"1816","United States","Yes","Yes","Yes"
"1817","United States","Yes","Yes","Yes"
"1818","France","No","Yes","Yes"
"1819","Pakistan","No","Yes","Yes"
"1820","China","No","Yes","Yes"
"1821","Pakistan","No","Yes","No"
"1822","Israel","No","Yes","Yes"
"1824","Norway","No","Yes","Yes"
"1825","Tunisia","No","Yes","Yes"
"1826","France","Yes","Yes","No"
"1828","United States","No","Yes","Yes"
"1829","Sudan","Yes","Yes","Yes"
"1830","United States","No","Yes","Yes"
"1832","Poland","No","Yes","Yes"
"1833","Israel","No","Yes","Yes"
"1835","Kazakhstan","Yes","Yes","Yes"
"1837","France","No","Yes","Yes"
"1838","United States","No","Yes","Yes"
"1839","Guinea","No","Yes","Yes"
"1841","Germany","No","Yes","Yes"
"1842","France","No","Yes","Yes"
"1843","Turkey","No","Yes","Yes"
"1844","Switzerland","No","Yes","Yes"
"1845","United States","No","Yes","Yes"
"1846","France","No","Yes","Yes"
"1848","France","No","Yes","Yes"
"1849","Canada","No","Yes","Yes"
"1850","Argentina","No","Yes","Yes"
"1852","Norway","No","Yes","Yes"
"1853","Switzerland","No","Yes","Yes"
"1855","France","No","Yes","Yes"
"1856","France","No","Yes","Yes"
"1857","United Kingdom","Yes","Yes","Yes"
"1858","Turkey","No","Yes","Yes"
"1859","United States","No","Yes","Yes"
"1860","China","Yes","Yes","Yes"
"1861","Bangladesh","Yes","Yes","Yes"
"1862","France","No","Yes","Yes"
"1863","United States","No","Yes","Yes"
"1864","United Kingdom","No","Yes","Yes"
"1865","Denmark","No","Yes","Yes"
"1866","Italy","No","Yes","Yes"
"1867","China","No","Yes","Yes"
"1868","France","No","Yes","Yes"
"1869","China","No","Yes","Yes"
"1870","Hong Kong","No","Yes","Yes"
"1872","United States","No","Yes","Yes"
"1873","United States","No","Yes","Yes"
"1874","Egypt","Yes","Yes","Yes"
"1875","Brazil","No","Yes","Yes"
"1876","United States","Yes","Yes","Yes"
"1877","Sweden","No","Yes","Yes"
"1878","United States","No","Yes","Yes"
"1879","Italy","No","Yes","Yes"
"1880","Belgium","No","Yes","Yes"
"1881","Brazil","No","Yes","Yes"
"1882","Mexico","No","Yes","Yes"
"1884","Belgium","No","Yes","Yes"
"1885","Sweden","No","Yes","Yes"
"1886","Sweden","Yes","Yes","Yes"
"1887","Germany","Yes","Yes","Yes"
"1888","Colombia","No","Yes","Yes"
"1889","United States","No","Yes","Yes"
"1890","Pakistan","No","Yes","Yes"
"1892","United States","No","Yes","Yes"
"1893","Netherlands","No","Yes","Yes"
"1894","Italy","No","Yes","Yes"
"1895","France","No","Yes","Yes"
"1897","United States","No","Yes","Yes"
"1898","Israel","No","Yes","Yes"
"1899","Turkey","Yes","No","No"
"1900","France","No","Yes","Yes"
"1901","France","No","Yes","Yes"
"1902","Belgium","No","Yes","Yes"
"1903","Turkey","Yes","No","No"
"1905","United States","No","Yes","Yes"
"1906","Iran, Islamic Republic of","No","Yes","Yes"
"1907","Pakistan","Yes","Yes","Yes"
"1908","Germany","No","Yes","Yes"
"1910","France","No","Yes","Yes"
"1911","Ecuador","No","Yes","Yes"
"1912","Turkey","Yes","Yes","No"
"1913","China","No","Yes","Yes"
"1914","Argentina","No","Yes","Yes"
"1915","Brazil","No","Yes","Yes"
"1917","United States","No","Yes","Yes"
"1918","Switzerland","No","Yes","Yes"
"1919","France","No","Yes","Yes"
"1920","Egypt","Yes","Yes","Yes"
"1921","Belgium","No","Yes","Yes"
"1922","Kuwait","No","Yes","No"
"1923","France","No","Yes","Yes"
"1924","United States","Yes","Yes","Yes"
"1925","France","No","Yes","Yes"
"1926","Egypt","No","Yes","Yes"
"1927","Netherlands","No","Yes","Yes"
"1929","France","No","Yes","Yes"
"1930","Spain","Yes","Yes","Yes"
"1931","United States","No","Yes","Yes"
"1932","Turkey","No","Yes","No"
"1933","Netherlands","No","Yes","Yes"
"1934","United States","No","Yes","No"
"1935","United States","Yes","Yes","Yes"
"1936","France","No","Yes","Yes"
"1937","Russian Federation","No","Yes","Yes"
"1938","United Kingdom","Yes","Yes","Yes"
"1939","Switzerland","No","Yes","Yes"
"1941","United Kingdom","No","Yes","Yes"
"1942","Germany","Yes","Yes","No"
"1943","Mexico","Yes","Yes","Yes"
"1944","Australia","No","Yes","Yes"
"1945","Italy","No","Yes","Yes"
"1946","United States","No","Yes","Yes"
"1947","Italy","No","Yes","Yes"
"1948","France","No","Yes","Yes"
"1949","United States","No","Yes","Yes"
"1950","Turkey","No","Yes","No"
"1952","Egypt","Yes","Yes","Yes"
"1953","Spain","No","Yes","Yes"
"1954","United States","Yes","Yes","Yes"
"1955","Mexico","No","Yes","Yes"
"1956","Argentina","No","Yes","Yes"
"1957","France","Yes","Yes","Yes"
"1958","France","Yes","Yes","Yes"
"1959","Egypt","Yes","Yes","Yes"
"1960","Egypt","Yes","Yes","Yes"
"1961","United States","Yes","Yes","No"
"1962","Egypt","Yes","Yes","Yes"
"1963","France","No","Yes","Yes"
"1964","Mexico","No","Yes","Yes"
"1965","United States","No","Yes","Yes"
"1966","United States","No","Yes","Yes"
"1967","Hungary","Yes","Yes","Yes"
"1968","United States","No","Yes","Yes"
"1969","Spain","No","Yes","Yes"
"1970","Singapore","No","Yes","No"
"1971","Egypt","Yes","Yes","Yes"
"1974","Italy","Yes","Yes","Yes"
"1975","France","Yes","Yes","Yes"
"1976","Australia","Yes","Yes","Yes"
"1977","United Kingdom","No","Yes","Yes"
"1978","Jersey","No","Yes","Yes"
"1979","United States","No","Yes","Yes"
"1980","Mexico","No","Yes","Yes"
"1981","Israel","No","Yes","Yes"
"1982","France","No","Yes","Yes"
"1983","Switzerland","Yes","Yes","Yes"
"1984","Saudi Arabia","No","Yes","No"
"1986","Tunisia","No","Yes","Yes"
"1987","France","No","Yes","Yes"
"1988","Egypt","No","Yes","No"
"1989","United States","Yes","Yes","Yes"
"1990","Israel","No","Yes","Yes"
"1991","United States","No","Yes","Yes"
"1992","Israel","No","Yes","Yes"
"1993","Germany","No","Yes","Yes"
"1994","Israel","No","Yes","Yes"
"1995","United States","No","Yes","Yes"
"1996","United Kingdom","No","Yes","Yes"
"1997","Mexico","No","Yes","Yes"
"1998","Sweden","No","Yes","Yes"
"1999","Monaco","No","Yes","Yes"
"2002","United States","No","Yes","Yes"
"2004","France","Yes","Yes","Yes"
"2005","Qatar","No","Yes","Yes"
"2006","Mexico","No","Yes","Yes"
"2007","France","Yes","Yes","Yes"
"2009","Georgia","No","Yes","Yes"
"2010","United States","No","Yes","Yes"
"2011","Australia","No","Yes","Yes"
"2012","Italy","No","Yes","Yes"
"2013","India","No","Yes","Yes"
"2014","United States","No","Yes","Yes"
"2016","United States","No","Yes","Yes"
"2017","India","No","Yes","Yes"
"2018","France","No","Yes","Yes"
"2019","Spain","No","Yes","Yes"
"2020","Egypt","Yes","Yes","Yes"
"2021","Denmark","Yes","Yes","Yes"
"2023","Jordan","No","Yes","Yes"
"2024","Turkey","Yes","Yes","Yes"
"2025","United States","No","Yes","Yes"
"2026","France","No","Yes","No"
"2027","Argentina","No","Yes","Yes"
"2028","France","No","Yes","Yes"
"2029","Egypt","No","Yes","Yes"
"2030","Switzerland","No","Yes","Yes"
"2031","Finland","Yes","Yes","Yes"
"2032","Mexico","No","Yes","Yes"
"2033","Jersey","No","Yes","Yes"
"2034","Georgia","No","Yes","Yes"
"2035","Spain","No","Yes","Yes"
"2036","United States","No","Yes","Yes"
"2037","Hong Kong","Yes","Yes","Yes"
"2039","Egypt","Yes","Yes","Yes"
"2040","Argentina","Yes","Yes","Yes"
"2041","United States","No","Yes","Yes"
"2043","United States","Yes","No","No"
"2044","France","No","Yes","Yes"
"2045","United States","No","Yes","Yes"
"2046","United States","No","Yes","Yes"
"2047","Italy","Yes","Yes","Yes"
"2048","United States","No","Yes","Yes"
"2049","France","No","Yes","Yes"
"2050","Italy","No","Yes","Yes"
"2051","France","No","Yes","Yes"
"2052","Ecuador","No","Yes","Yes"
"2053","China","No","Yes","Yes"
"2054","Netherlands","No","Yes","Yes"
"2055","Spain","No","Yes","Yes"
"2056","Turkey","No","Yes","Yes"
"2057","Tunisia","No","Yes","Yes"
"2058","Italy","No","Yes","Yes"
"2059","Korea, Republic of","No","Yes","Yes"
"2060","United States","No","Yes","Yes"
"2061","Mexico","No","Yes","Yes"
"2062","United Kingdom","No","Yes","Yes"
"2063","Italy","No","Yes","Yes"
"2064","France","No","Yes","No"
"2065","Chile","Yes","Yes","Yes"
"2066","India","No","Yes","Yes"
"2067","France","No","Yes","Yes"
"2068","India","No","Yes","Yes"
"2069","United States","No","Yes","Yes"
"2070","France","No","Yes","Yes"
"2071","France","No","Yes","Yes"
"2072","Turkey","No","Yes","Yes"
"2073","United States","No","Yes","Yes"
"2074","Germany","No","Yes","Yes"
"2075","France","No","Yes","Yes"
"2077","Canada","No","Yes","Yes"
"2078","Italy","No","Yes","Yes"
"2079","United States","No","Yes","Yes"
"2080","France","No","Yes","Yes"
"2081","France","No","Yes","Yes"
"2082","Chile","No","Yes","Yes"
"2083","United States","Yes","Yes","No"
"2085","Switzerland","Yes","Yes","Yes"
"2087","United States","No","Yes","Yes"
"2088","Italy","No","Yes","Yes"
"2089","Russian Federation","No","Yes","Yes"
"2090","United States","No","Yes","Yes"
"2091","United States","No","Yes","Yes"
"2092","Turkey","No","Yes","No"
"2093","Saudi Arabia","No","Yes","Yes"
"2094","China","Yes","Yes","No"
"2095","Georgia","No","Yes","Yes"
"2096","China","Yes","Yes","Yes"
"2097","Italy","No","Yes","Yes"
"2098","France","Yes","No","No"
"2100","India","No","Yes","Yes"
"2101","United States","No","Yes","Yes"
"2102","United States","No","Yes","Yes"
"2104","United States","Yes","Yes","Yes"
"2105","Australia","No","Yes","Yes"
"2106","Brazil","No","Yes","Yes"
"2107","United States","No","Yes","Yes"
"2108","Indonesia","No","Yes","Yes"
"2109","Brazil","No","Yes","Yes"
"2110","Australia","No","Yes","Yes"
"2111","Hungary","No","Yes","Yes"
"2112","Egypt","No","Yes","No"
"2113","Spain","No","Yes","Yes"
"2114","Australia","No","Yes","Yes"
"2115","Spain","No","Yes","Yes"
"2117","Colombia","No","Yes","Yes"
"2118","Italy","No","Yes","Yes"
"2119","China","No","Yes","Yes"
"2120","United States","No","Yes","Yes"
"2121","Canada","No","Yes","Yes"
"2122","Spain","No","Yes","No"
"2123","United States","No","Yes","Yes"
"2124","United States","No","Yes","Yes"
"2125","Belgium","No","Yes","Yes"
"2126","United States","No","Yes","Yes"
"2127","Mexico","Yes","Yes","Yes"
"2128","France","Yes","Yes","Yes"
"2129","France","No","Yes","Yes"
"2130","Spain","Yes","Yes","Yes"
"2131","Korea, Republic of","No","Yes","No"
"2133","China","No","Yes","Yes"
"2134","China","No","Yes","No"
"2135","China","No","Yes","No"
"2136","Italy","No","Yes","Yes"
"2137","United States","No","Yes","No"
"2138","France","No","Yes","Yes"
"2139","United States","No","Yes","Yes"
"2141","Tunisia","No","Yes","Yes"
"2142","Spain","No","Yes","Yes"
"2143","Spain","No","Yes","Yes"
"2144","United States","No","Yes","No"
"2145","United States","No","Yes","Yes"
"2146","France","No","Yes","Yes"
"2149","Spain","No","Yes","Yes"
"2151","France","Yes","Yes","Yes"
"2153","Hungary","No","Yes","Yes"
"2154","United States","No","Yes","Yes"
"2155","United States","No","Yes","Yes"
"2156","France","No","Yes","Yes"
"2157","Germany","No","Yes","No"
"2158","France","No","Yes","Yes"
"2160","Turkey","No","Yes","No"
"2161","Egypt","No","Yes","Yes"
"2162","United States","No","Yes","Yes"
"2163","Austria","No","Yes","Yes"
"2164","Brazil","No","Yes","Yes"
"2165","France","No","Yes","Yes"
"2166","United States","No","Yes","Yes"
"2167","United Kingdom","No","Yes","Yes"
"2168","South Africa","No","Yes","Yes"
"2169","United States","No","Yes","Yes"
"2171","France","No","Yes","Yes"
"2172","France","No","Yes","Yes"
"2173","France","No","Yes","Yes"
"2175","Italy","No","Yes","Yes"
"2176","Indonesia","No","Yes","Yes"
"2177","France","Yes","Yes","Yes"
"2178","Spain","No","Yes","Yes"
"2179","Canada","No","Yes","Yes"
"2180","Georgia","No","Yes","Yes"
"2181","France","No","Yes","Yes"
"2182","Iran, Islamic Republic of","No","Yes","Yes"
"2183","Canada","No","Yes","Yes"
"2184","United States","No","Yes","Yes"
"2185","New Zealand","No","Yes","No"
"2189","France","No","Yes","Yes"
"2192","France","No","Yes","Yes"
"2193","Mexico","No","Yes","Yes"
"2194","Denmark","No","Yes","Yes"
"2195","United States","No","Yes","Yes"
"2196","Belgium","Yes","Yes","Yes"
"2197","Afghanistan","Yes","Yes","Yes"
"2198","Turkey","Yes","Yes","Yes"
"2199","Switzerland","No","Yes","Yes"
"2200","Egypt","No","Yes","Yes"
"2201","United States","No","Yes","Yes"
"2203","Australia","No","Yes","Yes"
"2204","Pakistan","No","Yes","No"
"2205","France","No","Yes","Yes"
"2206","France","Yes","Yes","Yes"
"2207","Germany","No","Yes","No"
"2208","Switzerland","No","Yes","Yes"
"2209","France","No","Yes","Yes"
"2210","United Kingdom","Yes","Yes","Yes"
"2211","United States","No","Yes","Yes"
"2212","France","No","Yes","Yes"
"2213","Colombia","No","Yes","Yes"
"2214","Austria","No","Yes","Yes"
"2215","Egypt","No","Yes","Yes"
"2216","Denmark","No","Yes","Yes"
"2217","United Kingdom","No","Yes","Yes"
"2218","Switzerland","No","Yes","Yes"
"2219","Greece","No","Yes","Yes"
"2220","France","No","Yes","Yes"
"2221","Oman","No","Yes","Yes"
"2222","France","No","Yes","Yes"
"2223","Canada","No","Yes","Yes"
"2224","United States","No","Yes","Yes"
"2225","Egypt","Yes","Yes","Yes"
"2226","French Guiana","Yes","Yes","Yes"
"2227","Peru","No","Yes","Yes"
"2228","Czech Republic","Yes","Yes","Yes"
"2229","Singapore","No","Yes","Yes"
"2230","France","No","Yes","Yes"
"2231","Spain","No","Yes","Yes"
"2232","Germany","Yes","Yes","Yes"
"2233","Brazil","No","Yes","Yes"
"2234","United Kingdom","No","Yes","No"
"2235","Australia","No","Yes","Yes"
"2236","Ireland","No","Yes","Yes"
"2237","Austria","No","Yes","Yes"
"2238","France","No","Yes","Yes"
"2239","Spain","Yes","Yes","Yes"
"2240","France","No","Yes","Yes"
"2241","United States","No","Yes","Yes"
"2242","France","Yes","Yes","Yes"
"2243","United States","No","Yes","Yes"
"2244","Egypt","No","Yes","Yes"
"2245","Spain","No","Yes","Yes"
"2247","Ireland","No","Yes","Yes"
"2248","Poland","No","Yes","Yes"
"2249","France","No","Yes","Yes"
"2250","Pakistan","No","Yes","Yes"
"2251","United States","No","Yes","Yes"
"2252","United States","No","Yes","Yes"
"2253","United States","No","Yes","Yes"
"2254","Italy","No","Yes","Yes"
"2256","United Kingdom","No","Yes","Yes"
"2257","Egypt","Yes","Yes","Yes"
"2258","Italy","No","Yes","Yes"
"2259","France","No","Yes","Yes"
"2260","Italy","No","Yes","Yes"
"2261","United States","No","Yes","Yes"
"2262","France","No","Yes","Yes"
"2263","Colombia","No","Yes","Yes"
"2264","Egypt","Yes","Yes","Yes"
"2265","Israel","No","Yes","Yes"
"2266","Spain","No","Yes","Yes"
"2267","Belgium","No","Yes","No"
"2268","United States","No","Yes","Yes"
"2269","France","No","Yes","Yes"
"2270","Colombia","No","Yes","Yes"
"2271","Turkey","No","Yes","Yes"
"2272","Netherlands","No","Yes","Yes"
"2273","Egypt","Yes","Yes","Yes"
"2274","Germany","No","Yes","Yes"
"2276","Russian Federation","No","Yes","Yes"
"2278","Netherlands","Yes","Yes","Yes"
"2279","Spain","Yes","Yes","Yes"
"2280","India","No","Yes","Yes"
"2281","Italy","No","Yes","Yes"
"2282","Turkey","Yes","No","No"
"2283","United States","No","Yes","Yes"
"2284","Mexico","No","Yes","Yes"
"2285","Gibraltar","No","Yes","Yes"
"2286","Greece","No","Yes","Yes"
"2287","France","No","Yes","Yes"
"2288","Italy","No","Yes","Yes"
"2290","United Kingdom","Yes","Yes","Yes"
"2291","United Kingdom","Yes","Yes","Yes"
"2292","Switzerland","Yes","Yes","Yes"
"2293","United Kingdom","Yes","Yes","Yes"
"2294","France","Yes","No","No"
"2295","United States","No","Yes","Yes"
"2296","United States","Yes","Yes","Yes"
"2297","United States","No","Yes","Yes"
"2298","Pakistan","No","Yes","Yes"
"2299","United States","No","Yes","Yes"
"2300","France","No","Yes","Yes"
"2301","Germany","Yes","Yes","Yes"
"2303","Egypt","No","Yes","Yes"
"2304","Brazil","No","Yes","Yes"
"2305","United States","No","Yes","Yes"
"2306","France","No","Yes","Yes"
"2307","Pakistan","No","Yes","Yes"
"2308","Norway","Yes","Yes","Yes"
"2309","Italy","No","Yes","Yes"
"2310","United States","No","Yes","Yes"
"2311","United States","No","Yes","Yes"
"2312","Spain","No","Yes","Yes"
"2313","Mexico","No","Yes","Yes"
"2314","France","Yes","No","No"
"2316","Saudi Arabia","No","Yes","Yes"
"2317","Spain","No","Yes","Yes"
"2318","France","No","Yes","Yes"
"2319","China","No","Yes","Yes"
"2320","Mexico","No","Yes","Yes"
"2321","Italy","No","Yes","Yes"
"2322","Brazil","No","Yes","Yes"
"2323","United States","No","Yes","Yes"
"2324","Switzerland","No","Yes","Yes"
"2325","United States","No","Yes","Yes"
"2326","Brazil","Yes","Yes","No"
"2327","Colombia","No","Yes","Yes"
"2329","Spain","Yes","Yes","Yes"
"2330","Netherlands","No","Yes","Yes"
"2331","United States","No","Yes","Yes"
"2332","United States","No","Yes","Yes"
"2333","United States","Yes","Yes","Yes"
"2334","France","No","Yes","Yes"
"2335","Brazil","No","Yes","Yes"
"2336","France","No","Yes","Yes"
"2337","France","No","Yes","Yes"
"2338","Turkey","No","Yes","No"
"2339","France","No","Yes","Yes"
"2340","Italy","No","Yes","Yes"
"2341","Russian Federation","No","Yes","Yes"
"2342","France","No","Yes","Yes"
"2343","United States","No","Yes","Yes"
"2344","Israel","No","Yes","Yes"
"2345","Canada","No","Yes","No"
"2346","Peru","No","Yes","No"
"2347","France","No","Yes","Yes"
"2348","France","No","Yes","Yes"
"2349","China","Yes","Yes","No"
"2350","United States","No","Yes","Yes"
"2351","Germany","No","Yes","Yes"
"2352","United States","No","Yes","Yes"
"2353","Egypt","Yes","Yes","Yes"
"2354","France","No","Yes","Yes"
"2355","United States","No","Yes","Yes"
"2356","Italy","No","Yes","Yes"
"2357","France","No","Yes","Yes"
"2358","Sweden","No","Yes","Yes"
"2359","France","No","Yes","Yes"
"2360","United States","No","Yes","Yes"
"2361","Israel","No","Yes","Yes"
"2362","Jersey","Yes","Yes","Yes"
"2363","Spain","No","Yes","Yes"
"2365","United Kingdom","No","Yes","Yes"
"2366","China","No","Yes","Yes"
"2367","United States","No","Yes","Yes"
"2368","Thailand","No","Yes","Yes"
"2370","Malaysia","No","Yes","Yes"
"2371","Egypt","No","Yes","Yes"
"2372","Georgia","No","Yes","Yes"
"2373","Malaysia","No","Yes","Yes"
"2374","Jordan","Yes","No","No"
"2375","France","No","Yes","Yes"
"2376","Georgia","No","Yes","Yes"
"2377","United States","No","Yes","Yes"
"2378","United States","No","Yes","Yes"
"2379","United States","No","Yes","Yes"
"2380","France","No","Yes","Yes"
"2381","Brazil","No","Yes","Yes"
"2382","France","No","Yes","Yes"
"2383","Egypt","Yes","Yes","Yes"
"2384","United Kingdom","No","Yes","No"
"2385","France","No","Yes","Yes"
"2386","United States","No","Yes","Yes"
"2387","United States","No","Yes","Yes"
"2388","United States","No","Yes","Yes"
"2389","Belgium","No","Yes","Yes"
"2390","Egypt","No","Yes","No"
"2391","United States","No","Yes","Yes"
"2392","Turkey","No","Yes","Yes"
"2393","Italy","No","Yes","Yes"
"2394","United States","No","Yes","Yes"
"2395","France","No","Yes","Yes"
"2396","Turkey","No","Yes","Yes"
"2397","Italy","No","Yes","Yes"
"2398","Switzerland","No","Yes","Yes"
"2399","United Kingdom","No","Yes","Yes"
"2401","Netherlands","Yes","Yes","Yes"
"2402","Switzerland","No","Yes","Yes"
"2403","Russian Federation","No","Yes","Yes"
"2404","United States","No","Yes","Yes"
"2405","South Africa","No","Yes","Yes"
"2406","Austria","No","Yes","Yes"
"2408","Spain","No","Yes","Yes"
"2409","India","No","Yes","Yes"
"2410","Spain","No","Yes","Yes"
"2411","Brazil","No","Yes","Yes"
"2412","Canada","No","Yes","Yes"
"2413","Russian Federation","No","Yes","No"
"2415","Cape Verde","No","Yes","Yes"
"2416","France","No","Yes","Yes"
"2417","United Kingdom","Yes","Yes","Yes"
"2418","India","No","Yes","Yes"
"2419","Pakistan","No","Yes","Yes"
"2420","France","No","Yes","Yes"
"2421","Germany","No","Yes","Yes"
"2422","France","No","Yes","Yes"
"2423","India","No","Yes","Yes"
"2424","Mexico","Yes","No","No"
"2425","Turkey","No","Yes","No"
"2426","United States","No","Yes","Yes"
"2427","United States","No","Yes","Yes"
"2428","Chile","No","Yes","Yes"
"2429","United States","No","Yes","Yes"
"2430","United States","No","Yes","Yes"
"2431","Canada","No","Yes","Yes"
"2432","China","No","Yes","Yes"
"2433","Austria","No","Yes","Yes"
"2434","Georgia","No","Yes","Yes"
"2435","Denmark","No","Yes","Yes"
"2436","Canada","No","Yes","Yes"
"2437","Sweden","Yes","Yes","Yes"
"2438","Norway","No","Yes","Yes"
"2439","India","No","Yes","Yes"
"2440","Turkey","No","Yes","Yes"
"2441","France","Yes","Yes","Yes"
"2442","United States","No","Yes","Yes"
"2443","Pakistan","No","Yes","No"
"2444","Iran, Islamic Republic of","No","Yes","Yes"
"2445","Turkey","Yes","Yes","Yes"
"2446","Germany","No","Yes","Yes"
"2447","United States","No","Yes","Yes"
"2449","United Kingdom","No","Yes","Yes"
"2450","Belgium","Yes","Yes","No"
"2451","Denmark","No","Yes","Yes"
"2452","United States","Yes","Yes","Yes"
"2453","France","Yes","Yes","Yes"
"2454","France","No","Yes","Yes"
"2455","France","No","Yes","Yes"
"2456","Georgia","No","Yes","Yes"
"2457","United States","No","Yes","Yes"
"2458","Egypt","No","Yes","No"
"2459","Canada","No","Yes","Yes"
"2460","Germany","No","Yes","Yes"
"2461","France","No","Yes","Yes"
"2462","Kazakhstan","No","Yes","Yes"
"2463","Italy","No","Yes","Yes"
"2465","United Arab Emirates","No","Yes","Yes"
"2466","India","No","Yes","Yes"
"2468","United States","No","Yes","Yes"
"2469","Brazil","No","Yes","No"
"2470","South Africa","No","Yes","Yes"
"2471","Israel","No","Yes","No"
"2472","Germany","No","Yes","Yes"
"2473","Georgia","No","Yes","Yes"
"2474","China","No","Yes","Yes"
"2475","United States","No","Yes","Yes"
"2476","Indonesia","No","Yes","Yes"
"2477","Mexico","Yes","Yes","Yes"
"2478","Germany","Yes","Yes","Yes"
"2480","Georgia","No","Yes","Yes"
"2481","Sweden","Yes","Yes","Yes"
"2482","Switzerland","No","Yes","Yes"
"2483","Indonesia","Yes","Yes","Yes"
"2484","Mexico","No","Yes","Yes"
"2485","Spain","No","Yes","Yes"
"2486","Turkey","No","Yes","Yes"
"2487","Sweden","No","Yes","Yes"
"2488","Peru","No","Yes","Yes"
"2489","Denmark","No","Yes","Yes"
"2490","Switzerland","No","Yes","Yes"
"2491","Argentina","No","Yes","Yes"
"2492","United Kingdom","No","Yes","Yes"
"2493","Italy","No","Yes","Yes"
"2495","Brazil","No","Yes","Yes"
"2496","Ireland","No","Yes","Yes"
"2497","United States","No","Yes","Yes"
"2498","United States","No","Yes","Yes"
"2499","France","No","Yes","Yes"
"2500","Peru","No","Yes","Yes"
"2501","Canada","Yes","Yes","Yes"
"2502","Canada","Yes","Yes","Yes"
"2503","Denmark","No","Yes","Yes"
"2505","Australia","No","Yes","Yes"
"2506","Turkey","No","Yes","No"
"2507","France","Yes","Yes","Yes"
"2508","United States","No","Yes","Yes"
"2509","Israel","No","Yes","Yes"
"2510","Mexico","No","Yes","Yes"
"2511","United States","No","Yes","Yes"
"2512","France","No","Yes","Yes"
"2513","Egypt","Yes","Yes","Yes"
"2514","Panama","No","Yes","Yes"
